Comments,Negative,Cleaning Ability,Usability,Battery or Charge,Reliability,Noise
The hair free brush is a lie. Hair tangles around it just like any other vacuum. ,1,0,1,0,0,0
The “no hair wrap” feature is false.,1,0,1,0,0,0
I ended up returning to purchase a vacuum with a self cleaning brush roll,1,0,1,0,0,0
Only Issue Is Hair Wrap,1,0,1,0,0,0
The canister is hard to empty and requires you to put your hand in to get the dust out,1,0,1,0,0,0
 The filter is not easy to clean and makes a giant dust plume while cleaning it.,1,0,1,0,0,0
"Bin Size: Because of the small size of the vacuum, you also get an incredibly small container for dust and dander. The Omni Air WILL NOT be your only vacuum unless you have a very small home or you enjoy emptying the bin out a lot.",1,0,1,0,0,0
" No 'Ejector' For The Dust Bin: You MUST stop when the dust bin hits the MAX line or else the junk with back up beyond the little gasket they have and you will either have to take everything apart or reach in and grab the dust ball with your hands. If you stop before it hits the MAX line, everything seems to just fall out easily when the bin is opened (in fact, it makes little Tribble balls of fur under the right conditions), but you hit the line very fast.",1,0,1,0,0,0
The bin is way too small (hence why a smaller space seems more appropriate for it,1,0,1,0,0,0
is a little bit of a process to empty,1,0,1,0,0,0
Clunky charging and waste bin removal.. ,1,0,1,0,0,0
The brush stops spinning and it becomes very difficult to maneuver,1,0,1,0,0,0
Not simple to clean out,1,0,1,0,0,0
"I understand that hair gets caught in the spinning mechanisms of all vacuums, but it is vital to allow access to clean these parts! We actually thought there was no way hair got into that little end piece and made it stop spinning, especially within only days of using the vacuum.",1,0,1,0,0,0
small capacity ,1,0,1,0,0,0
The biggest problem is its tiny dust chamber and the impossibility of completely emptying ,1,0,1,0,0,0
" Unfortunately the dust bin design is not so great. There's no mechanism to push anything out, so if you've gathered a lot of pet hair or dust bunnies you'll need to pry them out by hand",1,0,1,0,0,0
When you go to empty the dust bin you almost always have to reach up in there and get the hair and dirt out with your hands because of the way it opens,1,0,1,0,0,0
The dust bin is tiny,1,0,1,0,0,0
Small dirt/dust bin and need to clean filter often,1,0,1,0,0,0
Not a big canister either have to empty quite often.,1,0,1,0,0,0
 I have to empty the collection bin 2 or 3 times before it goes dead even once.,1,0,1,0,0,0
 It's difficult to open the small canister to release dirt.  Cleaning it out isn't easy at all. ,1,0,1,0,0,0
" However there is a huge design flaw in the canister. If you have pets all the hair will get clogged in the top part of the canister, so to empty it out you have to try to fish it out with your fingers or fish something up to clean it out",1,0,1,0,0,0
"It's top heavy, hard to maneuver, with the smallest ever capacity for dirt",1,0,1,0,0,0
his vacuum  has the smallest canister  capacity,1,0,1,0,0,0
Dirt canister very small. ,1,0,1,0,0,0
I emptied the canister and wanted to skip cleaning the filters until vacuuming was completed except the remaining amount of vacuuming  would likely fill the canister at least 3 more times. The filters really needed to be dusted and vacuumed.,1,0,1,0,0,0
"As many times as one expects to empty the dust bin, one would expect a more robust closing mechanism",1,0,1,0,0,0
When u take canister off you cant use it as your vacuuming because tip of canister too short to use w/o an attachment & you have to put whole vacuum down to look in closet for an attachment. If you cant use canister w/o attachment let them put a tool holster on thevacuum so the attachment is rt there when u need it when canister is detached.,1,0,1,0,0,0
"The very small tank is difficult to remove and empty, which usually results in yet another mess that needs cleaned up",1,0,1,0,0,0
" It is LITERALLY a pain to empty the dust bin. It has to be popped off the vaccuum completely then the filter taken off which is supposed to be easy but after a couple uses it sticks and has to be pried open, it has given me a nasty static shock on more than 1 occasion and it's a mess to dump",1,0,1,0,0,0
"Another thing that's kind of awkward is the canister.  Getting it on and off, I have to lay it on the floor and sit on it in order to keep it straight and still to push the button in all at the same time as I'm trying to line up the canister to slide and snap it back into place.",1,0,1,0,0,0
VERY small capacity and difficult to empty,1,0,1,0,0,0
The dirt cup is on the small side and needs to be emptied partway through cleaning,1,0,1,0,0,0
 The brush roll heads are ok but not easy to clean; you have to remove a bunch of tiny little screws to remove the floor plate to get to the brush head.,1,0,1,0,0,0
"the capacity of the dust cup is really small, and, unlike the Dyson, which has a lever that allows you to ""slam"" the dirt out of the cup, this one has no way to get the stuck hair and crud out of the dirt cup, without sticking your hand in and pulling it out. ",1,0,1,0,0,0
Also it is very difficult to change attachments (very tight fit),1,0,1,0,0,0
Taking the head( where the rollers are) off the tube is difficult and requires both hands. With my shark I could use my foot to press the lever to release the head and continue vacuuming. The dust canister is extremely difficult to open and not intuitively designed making it a challenge to empty it without making a mess,1,0,1,0,0,0
It's difficult to open the small canister to release dirt.  Cleaning it out isn't easy at all.,1,0,1,0,0,0
"Small dust bin, difficult to empty. I had to put my fingers in it to pull some dog hair out. Plus, you have to balance the whole unit over the trash can",1,0,1,0,0,0
"It's top heavy, hard to maneuver, with the smallest ever capacity for dirt.",1,0,1,0,0,0
"Also, the button to empty the dust bin is extremely difficult to push; I usually break a nail when trying to use it.  ",1,0,1,0,0,0
 Very hard to use as a hand held as it is heavy and even more difficult to open the canister to empty,1,0,1,0,0,0
"Switching the configuration is not easy,",1,0,1,0,0,0
"Dust cup fills unevenly, requiring frequent emptying. Dealbreaker, small dust cup to begin with only fills in a small area until it rises into the filter section. The rest of the dust cup stays empty. So the effective size of the dust cup is about 1/5 the actual size as it needs to be emptied once it gets into the filter section.",1,0,1,0,0,0
" The cons of the design is it’s not very balanced. The handle is heavy, the head of the Vacuum pivots nicely but it’s hard to direct it around corners. Stairs are difficult",1,0,1,0,0,0
"Trying to maneuver it was hard as the balance was off and holding the control to make it run was also not easy, hurt my hand and was awkward.",1,0,1,0,0,0
"The plate is so tiny that 2 fingers will barely even fit on it at the same time and it is so flush with the handle that you have to hold it with a strong grip just to keep your fingers on it, making it almost stressful to vacuum knowing that as soon as you lift a finger you'll get shocked.",1,0,1,0,0,0
"It's 'hand-heavy"", by which I mean that all the weight of the product is centered around the (too large) hand-grip. All of the maneuverability of the power-head is focused on the operator's fingers, hands and wrists. if anyone in your household has hand or wrist issues (e.g. arthritis, inflammation) they are going to have problems with this vacuum.Regarding build quality and durability. ",1,0,1,0,0,0
"The function of the wi-fi is unclear to me and I am not sure if I will ever need to use the wifi. The placement of the turbo and wi-fi switches are a problem. It should probably be above the on/off switch instead of below. Or may be on the sides. While vacuuming, my hand kept hitting the turbo and that was a little annoying",1,0,1,0,0,0
but the handle to compress the dirt doesn't go all the way down to assist in removing dirt while trying to empty the bin.,1,0,1,0,0,0
Plus the one tiny wheel is not large enough making using this vacuum extremely hard to move on carpet ,1,0,1,0,0,0
 and there are not lights on the vacuum attachments. ,1,0,1,0,0,0
The only thing I don't like about it is the vacuum attachments don't have the ability to turn off the rotation over hard floors,1,0,1,0,0,0
Also it would be nice to have a light at the front.,1,0,1,0,0,0
The vacuum Universal Nozzle does not have a lighted head making for cleaning in dark area or under beds cumbersome. ,1,0,1,0,0,0
"The placement of the turbo and wi-fi switches are a problem. It should probably be above the on/off switch instead of below. Or may be on the sides. While vacuuming, my hand kept hitting the turbo and that was a little annoying. ",1,0,1,0,0,0
"There is an app that I was told to use while reviewing the CordZero, but it was absolutely useless as it doesn't do much for the function of the vacuum.",1,0,1,0,0,0
The function of the wi-fi is unclear to me and I am not sure if I will ever need to use the wifi,1,0,1,0,0,0
"I consider myself a tech-savvy person and am always looking forward to trying out new techs. But this vacuum left me baffled a number of times. For the first few days, I had to get the user manual to figure out what needs to be done. That’s the price you pay for getting a “feature” rich machine, but in my opinion this may leave people a bit frustrated",1,0,1,0,0,0
Would like larger collection bag or canister (People with pets) ,1,0,1,0,0,0
"Power button placement - Often, you can press it by just walking around with it or placing it on the dock",1,0,1,0,0,0
"Maintenance - with all the features, there is maintenance. You need to maintain filters in the tower, the self-emptying part, and the hand unit",1,0,1,0,0,0
TURBO mode activation - it takes FOREVER to activate. It feels longer than 3 seconds but sheesh,1,0,1,0,0,0
No AUTO suction mode - highly disappointing to a vacuum in this range ,1,0,1,0,0,0
No on-wand clip for attachments ,1,0,1,0,0,0
no timer useful with remaining battery life. Old style 3 bar battery for you to guess from. Minutes left would be more { ID: #49 },1,0,1,0,0,0
valuable as the rest of the pack provides these days,1,0,1,0,0,0
"Tiny Dust bin capacity - 300ml, which is 40% smaller than competitors ",1,0,1,0,0,0
